details,title,spec,ratt
https://www.swiggy.com/restaurants/hotel-venus-legacy-sahid-nagar-bhubaneswar-309007,HOTEL VENUS LEGACY,Indian,--•42 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/go-cool-saheed-nagar-sahid-nagar-bhubaneswar-113288,Go cool,Continental,4.4•31 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/rice-bowl-sahid-nagar-bhubaneswar-319108,RICE BOWL,Indian,4.2•32 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/monginis-sahid-nagar-bhubaneswar-138887,Monginis,"Fast Food, Desserts",4.2•21 MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/combi-nation-sahid-nagar-bhubaneswar-193554,Combi-Nation,Indian,3.8•36 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/k-r-kitchen-a-unit-of-city-catering-sahid-nagar-bhubaneswar-319438,K.R. KITCHEN (A UNIT OF CITY CATERING),"Indian, Chinese",--•27 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/creme-shakes-bmc-bhawani-mall-sahid-nagar-bhubaneswar-159674,Creme Shakes,"Beverages, Desserts",4.5•25 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/99-bakers-street-sahid-nagar-bhubaneswar-251349,99 BAKERS STREET,Bakery,4.0•22 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/giani-bmc-bhwani-mall-sahid-nagar-bhubaneswar-78064,Giani,"Ice Cream, Desserts",4.0•21 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/foods-day-sahid-nagar-bhubaneswar-377342,FOODS DAY,"Chinese, Indian",4.1•26 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/the-chocolate-house-sahid-nagar-bhubaneswar-75642,The Chocolate House,Cafe,4.0•43 MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/creme-berry-sahid-nagar-bhubaneswar-157952,Creme Berry,"Ice Cream, Desserts",--•34 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/drunken-monkey-sahid-nagar-bhubaneswar-345913,DRUNKEN MONKEY,"Healthy Food, Beverages, Juices",3.9•30 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/fru-jui-sahid-nagar-bhubaneswar-357711,FRU-JUI,"Juices, Beverages, Fast Food, Combo",3.6•46 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/bowl-break-bmc-mall-nayapalli-sahid-nagar-bhubaneswar-94422,Bowl Break - BMC Mall,"Indian, Chinese, Continental, Pastas, Italian, Bowl Company,  Keventers & more, ...",4.1•39 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/kalinga-kitchen-sahid-nagar-bhubaneswar-291232,KALINGA KITCHEN,Indian,--•25 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/banarasi-paan-bhandar-sahid-nagar-bhubaneswar-292216,BANARASI PAAN BHANDAR,Snacks,4.5•34 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/manomay-laxmi-sagar-rasulgarh-bhubaneswar-113267,Manomay,"Fast Food, Snacks, South Indian, Desserts, Sweets",4.3•29 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/chilly-and-chilly-near-rd-womens-college-sahid-nagar-bhubaneswar-91701,Chilly & Chilly,Fast Food,--•28 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/pizza-hut-kharval-nagar-sahid-nagar-bhubaneswar-78951,Pizza Hut,"Fast Food, Pizzas",4.1•37 MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/keventers-ice-creamery-esplande-mall-sahid-nagar-bhubaneswar-377063,Keventers Ice Creamery,"Ice Cream, Desserts",--•30 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/bhaina-hotel-and-fast-food-near-voltas-pvt-sahid-nagar-bhubaneswar-82520,Bhaina Hotel And Fast Food,"Indian, Chinese, Biryani, Oriya",3.5•30 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/narula-ice-world-sahid-nagar-bhubaneswar-209935,Narula Ice World,"Sweets, Snacks, Desserts",4.2•26 MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/maa-shyamkali-fast-food-and-hotel-rasulgarh-bhubaneswar-382243,Maa Shyamkali fast Food and Hotel,"Street Food, Indian, Thalis",--•33 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/shake-speare-old-bbsr-bhubaneswar-328121,Shake Speare,Beverages,4.3•28 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/yo-panda-sahid-nagar-old-bbsr-bhubaneswar-295735,Yo Panda,"Fast Food, Chinese",4.2•30 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/hotel-priya-sahid-nagar-bhubaneswar-220445,Hotel Priya,"Biryani, Chinese, North Indian, Snacks, Tandoor",4.3•38 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/adda-unplugged-old-bbsr-bhubaneswar-222436,Adda Unplugged,"Chinese, Continental, Indian, Mexican",4.2•34 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/kfc-esplanade-rasulgarh-bhubaneswar-94382,KFC,"American, Fast Food, Snacks",4.0•31 MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/el-arabia-the-kitchen-sahid-nagar-bhubaneswar-385138,EL-ARABIA THE KITCHEN,Indian,--•37 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/the-super-bowl-sahid-nagar-bhubaneswar-379869,The Super Bowl,"Biryani, Indian",--•32 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/truptee-restaurant-madhusudan-nagar-unit4-sahid-nagar-bhubaneswar-107331,Truptee Restaurant,"Indian, Chinese",4.2•33 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/mohans-handi-biriyani-square-rasulgarh-bhubaneswar-115589,Mohan's Handi Biriyani,"Indian, Chinese, Tandoor",2.9•31 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/mirch-masala-the-new-marrion-hotel-janpath-sahid-nagar-bhubaneswar-122349,Mirch Masala-The New Marrion Hotel,Indian,4.3•44 MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/9th-street-unit-4-sahid-nagar-bhubaneswar-77339,9th Street,"North Indian, Chinese, Continental, Beverages",4.0•45 MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/oberai-bakers-and-cafe-rasulgarh-bhubaneswar-191689,Oberai Bakers & Cafe ,"Bakery, Chinese, Continental",4.1•38 MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/hide-away-restro-and-cafe-unit-4-sahid-nagar-bhubaneswar-77318,Hide Away Restro and Cafe,North Indian,--•44 MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/rajdhani-hotel-sahid-nagar-old-bbsr-bhubaneswar-98318,Rajdhani Hotel,"North Indian, Chinese, Biryani, Thalis, Seafood, Fast Food",3.5•44 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/house-of-biryani-jayadev-vihar-nayapalli-bhubaneswar-119868,House Of Biryani,"Indian, Chinese",3.8•33 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/keventers-milkshakes-and-ice-creams-esplande-mall-rasulgarh-bhubaneswar-86982,Keventers - Milkshakes & Ice Creams,"Beverages, Ice Cream, Desserts, Healthy Food",4.3•33 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/cinnabon-and-auntie-annes-esplanade-one-rasulgarh-bhubaneswar-94919,Cinnabon & Auntie Anne's,Fast Food,4.4•26 MINS•₹450 FOR TWO
https://www.swiggy.com/restaurants/street-foods-by-punjab-grill-esplande-rasulgarh-bhubaneswar-82619,Street Foods By Punjab Grill,"North Indian, Indian, Biryani, Punjabi, Fast Food, Kebabs, Mughlai, Desserts",4.0•43 MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/cheese-n-burger-madhusudan-nagar-sahid-nagar-bhubaneswar-380791,Cheese N Burger,"Continental, Chinese, Beverages",--•38 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/the-chefs-kitchen-sahid-nagar-bhubaneswar-337941,THE CHEFS KITCHEN,"Indian, Chinese, Tandoor",--•39 MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/burger-queen-sahid-nagar-bhubaneswar-342173,Burger Queen,"Fast Food, American, Italian, Snacks",3.8•48 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/linkunara-the-kitchen-satya-nagar-near-forum-mall-sahid-nagar-bhubaneswar-220513,Linkunara_The Kitchen,"American, Fast Food, Indian, North Indian, Combo, Desserts, Biryani",3.8•50 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/chilis-american-grill-and-bar-esplanade-one-sahid-nagar-bhubaneswar-94911,Chili's American Grill & Bar,"American, Salads, Mexican, Italian, Steakhouse",4.3•37 MINS•₹900 FOR TWO
https://www.swiggy.com/restaurants/sai-miracle-hotel-sahid-nagar-bhubaneswar-378836,SAI MIRACLE HOTEL,"Chinese, Indian, Snacks",2.8•34 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/baskin-robbins-forum-esplanade-mall-rasulgarh-bhubaneswar-111281,Baskin Robbins,"Desserts, Ice Cream",4.4•34 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/afiya-delight-kharavel-nagar-old-bbsr-bhubaneswar-84929,Afiya Delight,"Indian, Chinese, Tandoor",3.9•37 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/ollywood-hotel-unit-4-sahid-nagar-bhubaneswar-121572,Ollywood Hotel,"Oriya, Indian, Biryani, North Indian, Chinese, Snacks, Combo",3.0•38 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/asia-seven-esplande-rasulgarh-bhubaneswar-82621,Asia Seven,"Pan-Asian, Chinese, Seafood, Thai, Asian",4.1•37 MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/food-funky-khardha-rasulgarh-bhubaneswar-261026,FOOD FUNKY,"Indian, Chinese, Biryani",3.7•36 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/dominos-pizza-janpath-road-sahid-nagar-bhubaneswar-74476,Domino's Pizza,Pizzas,4.6•30 MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/biriyani-box-laxmi-sagar-old-bbsr-bhubaneswar-106233,Biriyani Box,"Biryani, Kebabs, Fast Food, Desserts, Indian",4.0•31 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/the-cake-cafe-old-bbsr-bhubaneswar-246300,THE CAKE CAFE,Bakery,--•32 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/wayside-food-park-jaydev-vihar-sahid-nagar-bhubaneswar-111389,Wayside Food Park,"Indian, Chinese, Tandoor",--•27 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/monginis-sahid-nagar-bhubaneswar-373589,MONGINIS,"Bakery, Snacks, Indian",4.3•27 MINS•₹280 FOR TWO
https://www.swiggy.com/restaurants/madmule-near-dominos-pizza-old-bbsr-bhubaneswar-89499,MadMule,"Indian, Chinese, Tandoor, Continental",4.1•54 MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/cafe-coffee-day-marrion-sahid-nagar-bhubaneswar-178074,Cafe coffee day,"Beverages, Snacks, Desserts",4.0•37 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/kbr-roll-and-rolls-sahid-nagar-bhubaneswar-83389,Kbr Roll and Rolls,Fast Food,4.2•36 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/hotel-new-taste-rasulgarh-bhubaneswar-308105,HOTEL NEW TASTE,Indian,--•30 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/shanghai-express-the-new-marrion-hotel-janpath-sahid-nagar-bhubaneswar-122350,Shanghai Express-The New Marrion Hotel,Chinese,3.9•46 MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/bling-it-on-the-new-marrion-hotel-janpath-sahid-nagar-bhubaneswar-122348,Bling It On-The New Marrion Hotel,"Indian, Continental",4.3•43 MINS•₹700 FOR TWO
https://www.swiggy.com/restaurants/bhuri-bhoj-sahid-nagar-bhubaneswar-346519,BHURI BHOJ,Bengali,3.8•36 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/green-coriander-sahid-nagar-bhubaneswar-193244,Green Coriander,"Biryani, Fast Food",--•30 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/brew-xpresz-jaydev-vihar-near-pal-heights-sahid-nagar-bhubaneswar-305733,BREW XPRESZ,"Pizzas, Pastas, Beverages",3.4•34 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/momo-cafe-unit-4-mla-colony-sahid-nagar-bhubaneswar-164529,Momo Cafe,"Indian, Chinese",4.4•25 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/qdoba-satya-nagar-sahid-nagar-bhubaneswar-77321,Qdoba,"Mexican, Fast Food",4.3•33 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/eafo-food-ward-36-sastrinagar-nayapalli-bhubaneswar-360849,EAFO Food,"Biryani, Chinese, Indian, Thalis",3.9•57 MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/suvys-cafe-near-medplus-sahid-nagar-bhubaneswar-82420,suvy's Cafe,"Indian, Chinese",4.0•36 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/amrut-ganguram-sahid-nagar-bhubaneswar-343018,AMRUT GANGURAM,Sweets,--•27 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/south-express-laxmi-sagar-old-bbsr-bhubaneswar-106176,South Express,"Indian, Chinese, Tandoor, South Indian, Combo, Beverages",4.1•41 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/bocca-cafe-kharbela-nagar-old-bbsr-bhubaneswar-78062,Bocca Cafe,"Cafe, Italian, Continental",4.1•37 MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/go-rolls-old-bbsr-bhubaneswar-349588,Go Rolls,Indian,--•32 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/adis-dhaba-shuddha-desi-odia-khadya-old-bbsr-bhubaneswar-340242,ADI'S DHABA ( SHUDDHA DESI ODIA KHADYA ),Indian,3.6•31 MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/froot-e-lite-master-canteen-sahid-nagar-bhubaneswar-100313,froot-e-lite,"Fast Food, Snacks, Biryani, Indian, Chinese, Combo, Pastas, Healthy Food, Salads",3.1•41 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/biranj-kharvel-nagar-sahid-nagar-bhubaneswar-359483,BIRANJ,Indian,--•48 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/pipul-restaurant-mancheswar-rasulgarh-bhubaneswar-102618,Pipul Restaurant,"Indian, Chinese",4.2•34 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/kohinoor-fast-food-rasulgarh-bhubaneswar-294265,KOHINOOR FAST FOOD,Indian,--•31 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/sarbeswar-canteen-sahid-nagar-bhubaneswar-302370,SARBESWAR CANTEEN,Indian,3.8•33 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/hot-pot-bites-rasulgarh-bhubaneswar-362007,HOT POT BITES,"Chinese, Seafood, South Indian",--•45 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/balaji-south-indian-old-bbsr-bhubaneswar-230872,Balaji South Indian,South Indian,4.3•37 MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/melting-pot-kharabela-nagar-old-bbsr-bhubaneswar-123237,Melting Pot,"Indian, Chinese, Tandoor",3.9•50 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/brown-n-cream-by-swosti-grand-old-bbsr-bhubaneswar-381243,Brown N Cream By Swosti Grand,"Desserts, Bakery, Biryani, Snacks, Fast Food",3.8•28 MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/kanha-food-court-sahid-nagar-bhubaneswar-375848,KANHA FOOD COURT,"Chinese, Continental",--•35 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/chapan-bhog-jaydev-vihar-nayapalli-bhubaneswar-110185,Chapan Bhog,"Sweets, Indian, Desserts",4.1•33 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/tasty-foods-sahid-nagar-bhubaneswar-372667,Tasty Foods,Chinese,--•38 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/aqua-by-swosti-grand-old-bbsr-bhubaneswar-381247,Aqua By Swosti Grand,"North Indian, Biryani, Chinese",--•38 MINS•₹1600 FOR TWO
https://www.swiggy.com/restaurants/sai-food-villa-ekamra-vihar-kharabela-nagar-sahid-nagar-bhubaneswar-78456,Sai Food Villa,"Indian, Chinese",--•48 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/shree-kunj-ashok-nagar-old-bbsr-bhubaneswar-106173,Shree Kunj,"North Indian, South Indian, Chinese, Fast Food, Street Food, Sweets, Thalis, Raj...",4.1•37 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/madhuban-restaurant-jayadev-vihar-nayapalli-bhubaneswar-163548,Madhuban Restaurant,Fast Food,3.8•39 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/jugaad-jn-lakshmi-sagar-old-bbsr-bhubaneswar-108474,Jugaad Jn,"Indian, Snacks, South Indian, Desserts, Sweets",3.9•37 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/taste-of-china-bapuji-nagar-old-bbsr-bhubaneswar-106216,Taste Of China,Chinese,4.2•43 MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/cream-stone-pal-heights-nayapalli-bhubaneswar-128271,Cream Stone,"Ice Cream, Desserts, Beverages",4.5•30 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/sri-kunj-fast-food-ig-park-road-old-bbsr-bhubaneswar-213981,Sri Kunj Fast Food,"Biryani, Chinese, Indian",4.0•37 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/narulas-restaurant-old-bbsr-bhubaneswar-188932,Narula's Restaurant,"North Indian, Biryani, Indian, Chinese, Beverages, Punjabi, Desserts",4.1•45 MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/world-baker-sahid-nagar-bhubaneswar-305041,WORLD BAKER,Bakery,--•36 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/zaika-pal-heights-nayapalli-bhubaneswar-220934,Zaika - Pal Heights,"North Indian, Chinese, Tandoor",--•52 MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/pabrais-fresh-and-naturelle-ice-creams-sahid-nagar-bhubaneswar-335166,Pabrais Fresh and Naturelle Ice creams,Ice Cream,4.4•26 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/maa-tasty-momos-soup-old-bbsr-bhubaneswar-374928,MAA TASTY MOMOS  SOUP,"Street Food, Snacks, Indian",--•32 MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/vadilal-ice-creams-nayapalli-bhubaneswar-320382,Vadilal Ice Creams,Ice Cream Cakes,4.6•32 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/cha-biscuit-sainik-school-gate-sahid-nagar-bhubaneswar-157949,Cha Biscuit,Snacks,4.1•50 MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/sahoos-kitchen-old-bbsr-bhubaneswar-331136,SAHOOS KITCHEN,"Indian, Chinese",3.4•50 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/kalpana-hotel-and-kolkata-roll-sainik-school-square-chandrashekarpur-bhubaneswar-297569,KALPANA HOTEL AND KOLKATA ROLL,"Biryani, Ice Cream, Indian",2.6•39 MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/meal-jn-old-bbsr-bhubaneswar-295736,Meal jn,"North Indian, Thalis",3.9•49 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/capital-kitchen-ashok-nagar-old-bbsr-bhubaneswar-305043,CAPITAL KITCHEN,Indian,3.3•44 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/ubq-by-barbeque-nation-sachivalay-marg-chandrashekarpur-bhubaneswar-126295,UBQ by Barbeque Nation,"North Indian, Mughlai, Seafood, Biryani, Desserts, Kebabs",3.7•48 MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/golden-bird-hotel-pushpak-lakshmi-sagar-old-bbsr-bhubaneswar-118436,Golden Bird - Hotel Pushpak,"Indian, Chinese, Tandoor",4.2•39 MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/brown-n-cream-by-swosti-premium-sahid-nagar-bhubaneswar-381342,Brown N Cream By Swosti Premium,"Bakery, Snacks, Sweets",--•36 MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/the-gourmet-by-swosti-premium-sahid-nagar-bhubaneswar-381269,The Gourmet By Swosti Premium,"Chinese, Biryani, Indian",--•55 MINS•₹1500 FOR TWO
https://www.swiggy.com/restaurants/the-cake-room-central-bbsr-nayapalli-bhubaneswar-81825,The Cake Room,Bakery,--•60 MINS•₹140 FOR TWO
https://www.swiggy.com/restaurants/lemon-grass-mayfair-lagoon-nayapalli-bhubaneswar-377213,Lemon Grass - Mayfair Lagoon,"Oriental, Chinese",--•46 MINS•₹2000 FOR TWO
https://www.swiggy.com/restaurants/silver-stick-nayapalli-bhubaneswar-299673,SILVER STICK,"Chinese, Fast Food, Thai",4.0•38 MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/anna-dosa-point-patia-bhubaneswar-336073,ANNA DOSA POINT,South Indian,--•36 MINS•₹200 FOR TWO
